tahun,provinsi,kabupaten_kota,timbulan_harian_ton,timbulan_tahunan_ton,pengurangan_ton,pct_pengurangan,penanganan_ton,pct_penanganan,terkelola_ton,pct_terkelola,daur_ulang_ton,bahan_baku_ton,recycling_rate,periode,komposisi_makanan_pct,komposisi_kayu_pct,komposisi_kertas_pct,komposisi_plastik_pct,komposisi_logam_pct,komposisi_kain_pct,komposisi_karet_pct,komposisi_kaca_pct,komposisi_lainnya_pct,gap_tidak_tertangani_ton,kategori_pengelolaan
2021,Kalimantan Selatan,Kab. Hulu Sungai Selatan,96.01,35042.92,7425.91,21.19,18291.97,52.2,25717.89,73.39,1830.91,2454.63,12.23,P 2,55.18,1.48,13.13,25.35,2.9,0.46,0.9,0.4,0.2,9325.76,Cukup (60-80%)
2021,Kalimantan Selatan,Kab. Hulu Sungai Tengah,103.49,37773.27,6814.21,18.04,20516.06,54.31,27330.26,72.35,6814.21,137.74,18.4,P 2,40.04,1.4,4.05,24.91,3.63,1.05,1.24,1.47,22.21,10443.59,Cukup (60-80%)
2021,Kalimantan Selatan,Kab. Hulu Sungai Utara,96.66,35280.75,9404.56,26.66,25147.4,71.28,34551.97,97.93,3540.88,367.56,11.08,P 2,50.63,9.21,9.83,13.78,0.85,0.65,1.09,7.8,6.16,728.93,Baik (>80%)
2021,Kalimantan Selatan,Kab. Tabalong,101.32,36982.53,5538.73,14.98,21918.25,59.27,27456.98,74.24,3214.37,,8.69,P 2,36,2,17,24,1,3,,3,14,9524.82,Cukup (60-80%)
2021,Kalimantan Selatan,Kab. Tanah Bumbu,164.35,59986.29,5517.15,9.2,43447.05,72.43,48964.19,81.63,3904.99,,6.51,P 2,,,,,,,,,,11023.56,Baik (>80%)
2021,Kalimantan Selatan,Kab. Balangan,56,20440.98,2921.87,14.29,14517.88,71.02,17439.75,85.32,866.88,209.88,5.27,P 2,57.46,10.24,10.95,14.62,2.06,1.67,0.72,1.2,1.08,3000.25,Baik (>80%)
2021,Kalimantan Selatan,Kota Banjarmasin,506.45,184856.04,45477,24.6,137495.5,74.38,182972.5,98.98,4748.65,985.5,3.1,P 2,55.89,0.64,9.39,12.77,1.36,14.93,1.63,2.71,0.68,1881.75,Baik (>80%)
2021,Kalimantan Selatan,Kota Banjarbaru,164.71,60120.18,13274.12,22.08,46079.89,76.65,59354.02,98.73,10055.79,454.9,17.48,P 2,48.3,4.2,16,23.7,0.5,0.3,0.4,0.1,6.5,765.13,Baik (>80%)
2021,Kalimantan Timur,Kab. Paser,115.29,42080.85,4422.22,10.51,25528,60.66,29950.23,71.17,2692.38,80.2,6.59,P 2,54.99,0.22,10.2,13.64,1.38,13.56,1.2,3.52,1.29,12130.62,Cukup (60-80%)
2021,Kalimantan Timur,Kab. Kutai Kartanegara,222.59,81243.53,11244.23,13.84,56433.96,69.46,67678.2,83.3,3207.03,87.6,4.06,P 2,73.92,0.98,10.43,7.86,2.04,1.57,0.55,1.75,0.9,13567.15,Baik (>80%)
2021,Kalimantan Timur,Kab. Kutai Timur,212.22,77461.58,15598.7,20.14,54817.31,70.77,70416.01,90.9,1150.26,67.31,1.57,P 2,43,20,7,22,2,1,2,2,1,7044.29,Baik (>80%)
2021,Kalimantan Timur,Kab. Penajam Paser Utara,92.51,33766.52,7539.89,22.33,20645.75,61.14,28185.64,83.47,1457.59,315.25,5.25,P 2,46.13,1.09,20.87,29.83,0.22,0.02,0.67,0.83,0.34,5580.51,Baik (>80%)
2021,Kalimantan Timur,Kota Balikpapan,497.21,181479.86,43788.93,24.13,135830.73,74.85,179619.65,98.97,30815.7,543.48,17.28,P 2,42.3,6.36,10.26,7.2,3.87,2.94,0.98,6.56,19.53,1862,Baik (>80%)
2021,Kalimantan Timur,Kota Samarinda,581.85,212376.71,33608.66,15.83,172103.99,81.04,205712.65,96.86,30228.05,754.73,14.59,P 2,53.39,7,17,19.9,0.65,0.62,0.06,0.92,0.46,6662.6,Baik (>80%)
2021,Kalimantan Timur,Kota Bontang,103.82,37894.33,7691.11,20.3,30069.06,79.35,37760.17,99.65,7257.1,182.87,19.63,P 2,44.12,6,27.5,18,2.1,0.03,0.25,1.05,0.95,134.13,Baik (>80%)
2021,Kalimantan Utara,Kab. Nunukan,41.81,15260.25,3291.46,21.57,7702.91,50.48,10994.36,72.05,1563.03,2262.72,25.07,P 2,46.4,8.2,23.4,21.3,0.2,0.2,0.1,0.1,0.1,4266.29,Cukup (60-80%)
2021,Kalimantan Utara,Kab. Tana Tidung,13.24,4832.89,11.4,0.24,3562.4,73.71,3573.8,73.95,0,,0,P 2,,,,,,,,,,1258.8,Cukup (60-80%)
2021,Sulawesi Utara,Kab. Kepulauan Sangihe,55.7,20332.25,1074.93,5.29,11442.75,56.28,12517.68,61.57,,,0,P 2,51.1,4.89,5.2,26,0.4,3.3,0.5,2,6.61,7812.82,Cukup (60-80%)
2021,Sulawesi Utara,Kab. Minahasa Selatan,94.59,34523.6,6715.13,19.45,8760,25.37,15475.13,44.82,671.01,,1.94,P 2,20,12,12,36,4,4,5,2,5,19050.22,Kurang (30-60%)
2021,Sulawesi Utara,Kab. Minahasa Tenggara,45.37,16559.47,3658.57,22.09,7973.42,48.15,11631.99,70.24,655.25,16.43,4.06,P 2,36.08,9.68,12.16,11.04,4.28,4.26,3.24,5.14,14.12,4928.06,Cukup (60-80%)
2021,Sulawesi Utara,Kab. Bolaang Mongondow Utara,41.56,15167.94,401.5,2.65,3650,24.06,4051.5,26.71,,,0,P 2,2,15,1,8,0.5,1,0.3,0.5,71.7,11117.9,Sangat Kurang (<30%)
2021,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,34.9,12736.86,711.98,5.59,1496.5,11.75,2208.48,17.34,,,0,P 2,20,10,10,25,5,12,10,5,3,10530.02,Sangat Kurang (<30%)
2021,Sulawesi Utara,Kota Manado,339.89,124059.81,17618.31,14.2,89790,72.38,107408.31,86.58,13.35,,0.01,P 2,47.7,1.14,18.66,19.48,0.26,1.54,1.49,1.85,7.88,16651.54,Baik (>80%)
2021,Sulawesi Utara,Kota Bitung,158.56,57874.58,1219.17,2.11,41281.5,71.33,42500.67,73.44,40.52,36.5,0.13,P 2,48.2,2.05,18.03,19.07,0.36,1.48,1.37,1.83,7.61,15373.73,Cukup (60-80%)
2021,Sulawesi Utara,Kota Kotamobagu,86.63,31620.68,4857.04,15.36,22588.02,71.43,27445.06,86.79,2633.48,147.83,8.8,P 2,53.5,5,11.8,8.5,5.7,3.6,2.6,2.8,6.5,4174.89,Baik (>80%)
2021,Sulawesi Tengah,Kab. Donggala,121.64,44400.06,1509.82,3.4,2964.17,6.68,4473.98,10.08,925.12,7.67,2.1,P 2,35,10,20,13,6,3,3,3,7,39924.62,Sangat Kurang (<30%)
2021,Sulawesi Tengah,Kab. Parigi Moutong,225.59,82341.99,785.79,0.95,6022.52,7.31,6808.31,8.27,351.86,0.02,0.43,P 2,,,,,,,,,,75532.04,Sangat Kurang (<30%)
2021,Sulawesi Tengah,Kab. Sigi,128.79,47008.35,1937.2,4.12,10117.8,21.52,12055,25.64,20.73,,0.04,P 2,,,,,,,,,0,34953.35,Sangat Kurang (<30%)
2021,Sulawesi Tengah,Kab. Banggai Laut,35.44,12933.78,122.4,0.95,4215.75,32.59,4338.15,33.54,,,0,P 2,,,,,,,,,,8597.45,Kurang (30-60%)
2021,Sulawesi Tengah,Kota Palu,186.93,68228.9,4926.41,7.22,58400,85.59,63326.41,92.81,0,,0,P 2,,,,,,,,,,4903.04,Baik (>80%)
2021,Sulawesi Selatan,Kab. Kepulauan Selayar,56.13,20488.47,1169.4,5.71,8212.5,40.08,9381.9,45.79,923.38,,4.51,P 2,,,,,,,,,,11105.55,Kurang (30-60%)
2021,Sulawesi Selatan,Kab. Bulukumba,173.94,63488.39,18021.6,28.39,44604.82,70.26,62626.42,98.64,1781.98,292,3.27,P 2,15,10,25,20,5,5,5,5,10,861.68,Baik (>80%)
2021,Sulawesi Selatan,Kab. Bantaeng,80.68,29446.45,5943.54,20.18,10665.72,36.22,16609.26,56.4,5625.21,544.27,20.95,P 2,30.13,27.5,11,14,1.24,3,2,1.13,10,12838.94,Kurang (30-60%)
2021,Sulawesi Selatan,Kab. Jeneponto,160.64,58635.06,4006.77,6.83,19543.38,33.33,23550.15,40.16,1605.31,61.5,2.84,P 2,27,18,10,18,6,1.5,5,1.5,13,35083.45,Kurang (30-60%)
2021,Sulawesi Selatan,Kab. Sinjai,108.31,39534.76,8559.21,21.65,30222,76.44,38781.21,98.09,6565.72,,16.61,P 2,31.5,13,31.09,14.68,8.2,0.87,0.44,0.08,0.14,751.94,Baik (>80%)
2021,Sulawesi Selatan,Kab. Bone,403.38,147231.88,22130.57,15.03,71905,48.84,94035.57,63.87,20187.53,,13.71,P 2,73.2,0.5,10.1,8.7,3.1,0.3,1.1,1.1,1.9,53198.13,Cukup (60-80%)
2021,Sulawesi Selatan,Kab. Maros,158.77,57950.9,12112.09,20.9,29218.25,50.42,41330.34,71.32,3242.55,18.25,5.63,P 2,73.98,7.9,3.18,7.86,2.21,0.57,0.55,0.25,3.5,16620.71,Cukup (60-80%)
2021,Sulawesi Selatan,Kab. Pangkajene dan Kepulauan,138.31,50483.15,0,0,0,0,,,,,,,63.13,10.83,8.99,7.29,6.5,0.72,0.19,1.55,0.8,,Sangat Kurang (<30%)
2021,Sulawesi Selatan,Kab. Barru,75.95,27722.04,3236.28,11.67,13220.92,47.69,16457.19,59.37,2624.36,0.62,9.47,P 2,57,12.5,6,15,2.5,1,1,1,4,11264.56,Kurang (30-60%)
2021,Sulawesi Selatan,Kab. Soppeng,95.09,34707.12,3249.71,9.36,22985.15,66.23,26234.85,75.59,2573.18,99.65,7.7,P 2,,,,,,,,,,8473,Cukup (60-80%)
2021,Sulawesi Selatan,Kab. Wajo,151.64,55348.6,851.01,1.54,27.85,0.05,878.86,1.59,0,27.85,0.05,P 2,41.03,17.34,7.2,17.02,2.1,3.9,6.4,2.9,2.11,54469.74,Sangat Kurang (<30%)
2021,Sulawesi Selatan,Kab. Sidenreng Rappang,128,46718.54,9086.15,19.45,25921.21,55.48,35007.36,74.93,9057.27,444.21,20.34,P 2,56,9.6,6.2,6.6,4.5,3.6,4.2,4.4,4.9,11712.64,Cukup (60-80%)
2021,Sulawesi Selatan,Kab. Pinrang,176.9,64570.25,14182.8,21.96,28973.7,44.87,43156.5,66.84,14066.41,,21.78,P 2,,,,,,,,,,21412,Cukup (60-80%)
2021,Sulawesi Selatan,Kab. Enrekang,113.96,41596.68,9371.28,22.53,20075,48.26,29446.28,70.79,3766,6752.5,25.29,P 2,,,,,,,,,,12149.12,Cukup (60-80%)
2021,Sulawesi Selatan,Kab. Luwu Timur,120.2,43874.61,6824,15.55,24528,55.9,31352,71.46,5926.37,73,13.67,P 2,40,10,25,15,3,1,2,2,2,12521,Cukup (60-80%)
2021,Sulawesi Selatan,Kota Makassar,1023.71,373653.93,38865.23,10.4,328500,87.92,367365.23,98.32,19038.54,,5.1,P 2,,,,,,,,,,6288.92,Baik (>80%)
2021,Sulawesi Selatan,Kota Parepare,76.25,27832.35,4712.62,16.93,20373.02,73.2,25085.64,90.13,1649.78,6.02,5.95,P 2,51.8,11.35,12.45,11.2,3.75,1.95,2.1,2.75,2.65,2745.61,Baik (>80%)
2021,Sulawesi Selatan,Kota Palopo,92.34,33704.28,1762.38,5.23,21973,65.19,23735.38,70.42,99.95,73,0.51,P 2,30,25,20,15,8,,,,2,9968.72,Cukup (60-80%)
2021,Sulawesi Tenggara,Kab. Wakatobi,79.19,28902.67,3285,11.37,10479.15,36.26,13764.15,47.62,,,0,P 2,,,,,,,,,,15140.2,Kurang (30-60%)
2021,Sulawesi Tenggara,Kota Kendari,264.5,96542.67,19785.15,20.49,69423,71.91,89208.15,92.4,3441.95,0,3.57,P 2,43.65,17.44,16.78,17.25,1.54,0.72,1.06,1.16,0.4,7334.35,Baik (>80%)
2021,Gorontalo,Kota Gorontalo,141.21,51541.5,11761.1,22.82,36135,70.11,47896.1,92.93,10525.25,,20.42,P 2,21,10,10,30,8,5,7,9,,3645.55,Baik (>80%)
2021,Sulawesi Barat,Kab. Majene,69.76,25463.42,783.39,3.08,9636,37.84,10419.39,40.92,730.69,,2.87,P 2,,,,,,,,,,15043.01,Kurang (30-60%)
2021,Sulawesi Barat,Kab. Mamuju Tengah,62.64,22864.48,0,0,4015,17.56,4015,17.56,,,0,P 2,,,,,,,,,,18848.6,Sangat Kurang (<30%)
2021,Maluku,Kab. Maluku Tengah,170.32,62165.92,35.68,0.06,4380,7.05,4415.68,7.1,35.68,,0.06,P 2,,,,,,,,,,57751.12,Sangat Kurang (<30%)
2021,Maluku,Kab. Buru Selatan,30.95,11296.6,708.02,6.27,7508.05,66.46,8216.07,72.73,,,0,P 2,33,22,11,23,2,1,1,2,5,3080.68,Cukup (60-80%)
2021,Maluku,Kota Tual,53.73,19611.92,0.73,0,13140,67,13140.73,67,0.73,,0,P 2,8.5,17.5,10.8,15.8,5.6,9.3,7,6.7,18.8,6470.72,Cukup (60-80%)
2021,Maluku Utara,Kota Tidore Kepulauan,46.12,16834.53,1770.24,10.52,9070.8,53.88,10841.04,64.4,1770.24,0.55,10.52,P 2,34,25,12,11.8,2.3,0.8,1.5,5.8,6.8,5992.76,Cukup (60-80%)
2021,Papua,Kab. Jayapura,84.24,30746.87,4006.97,13.03,11680,37.99,15686.97,51.02,3942,,12.82,P 2,40,,20,20,3,,,,,15060.63,Kurang (30-60%)
2021,Papua,Kab. Biak Numfor,58.42,21323.59,4341.88,20.36,15074.5,70.69,19416.38,91.06,4182.34,,19.61,P 2,12.88,39.22,22.35,11.63,10.46,0.01,0.13,3.32,,1906.92,Baik (>80%)
2021,Papua,Kab. Keerom,26.13,9536.28,0,0,2529.45,26.52,2529.45,26.52,,,0,P 2,10,10,5,45,10,5,5,5,5,7008,Sangat Kurang (<30%)
2021,Papua,Kota Jayapura,217.8,79496.56,3927.15,4.94,68985,86.78,72912.15,91.72,2940.63,,3.7,P 2,67.39,10.5,4.78,6.59,4.22,2.04,1.09,0.45,2.94,6584.85,Baik (>80%)
2021,Papua Barat,Kab. Manokwari,160.02,58405.66,0,0,40540.55,69.41,40540.55,69.41,,,0,P 2,44,,11,26,,,,,19,17866.75,Cukup (60-80%)
2021,Papua Selatan,Kab. Asmat,44.65,16298.27,54.75,0.34,3102.5,19.04,3157.25,19.37,,,0,P 2,20,10,15,40,4,3,3,3,2,13140,Sangat Kurang (<30%)
2021,Papua Tengah,Kab. Nabire,67.65,24693.86,2.77,0.01,4336.2,17.56,4338.97,17.57,,,0,P 2,62.56,15.13,4.6,11.32,0.48,1.95,,1.79,2.17,20353.28,Sangat Kurang (<30%)
2021,Papua Pegunungan,Kab. Lanny Jaya,80.78,29483.24,0,0,316.8,1.07,316.8,1.07,,,0,P 2,,,,,,,,,,29167.9,Sangat Kurang (<30%)
2021,Papua Barat Daya,Kab. Sorong Selatan,22.38,8167.39,0.43,0.01,1277.5,15.64,1277.93,15.65,,,0,P 2,,,,,,,,,,6890.77,Sangat Kurang (<30%)
2021,Papua Barat Daya,Kab. Tambrauw,11.35,4143.33,0,0,722.7,17.44,722.7,17.44,,,0,P 2,,,,,,,,,,3420.05,Sangat Kurang (<30%)
2020,Aceh,Kab. Aceh Timur,57.6,21023.49,95.45,0.45,9274.65,44.12,9370.11,44.57,91.25,,0.43,P 2,37,14,5,26,5,3,2,4,4,11653.89,Kurang (30-60%)
2020,Aceh,Kab. Aceh Tengah,101.55,37067.15,3648.54,9.84,22229.81,59.97,25878.35,69.81,1053.03,,2.84,P 2,22,18,7,26,3,11,5,5,3,11187.4,Cukup (60-80%)
2020,Aceh,Kab. Simeulue,43.55,15897.1,443.48,2.79,5299.8,33.34,5743.27,36.13,443.48,,2.79,P 2,5.18,13.05,11.93,35.73,16.88,6.65,5.55,2.03,3,10152.48,Kurang (30-60%)
2020,Aceh,Kab. Aceh Jaya,46.24,16876.51,13.38,0.08,11530.35,68.32,11543.73,68.4,,,0,P 2,,,,,,,,,,5333.87,Cukup (60-80%)
2020,Aceh,Kab. Bener Meriah,64.65,23597.54,5153.19,21.84,0,0,5153.19,21.84,,,0,P 2,20,20,10,15,5,10,5,5,10,18444.06,Sangat Kurang (<30%)
2020,Aceh,Kota Banda Aceh,243.29,88800.12,11392.79,12.83,73728.43,83.03,85121.23,95.86,11205.08,,12.62,P 2,35.2,11.5,3,6.8,4.5,7.5,9.3,4.5,17.7,3679.62,Baik (>80%)
2020,Aceh,Kota Sabang,26.37,9624.82,0,0,6380.2,66.29,6380.2,66.29,,,0,P 2,,,,,,,,,,3244.85,Cukup (60-80%)
2020,Aceh,Kota Langsa,95.17,34737.78,7952.31,22.89,17665.64,50.85,25617.94,73.75,1508.86,145.64,4.76,P 2,18,21,4,8,13,10,7,8,11,9119.11,Cukup (60-80%)
2020,Sumatera Utara,Kab. Langkat,412.08,150409.49,0,0,26284.38,17.48,26284.38,17.48,,4.38,0,P 2,37,31,24.4,7,0.2,0.2,0.2,,,124124.82,Sangat Kurang (<30%)
2020,Sumatera Utara,Kab. Deli Serdang,1097.85,400716.89,43023.6,10.74,148591.5,37.08,191615.1,47.82,38683.84,766.5,9.84,P 2,20.5,24,13.8,20.2,6,5,3,2,5.5,209100.15,Kurang (30-60%)
2020,Sumatera Utara,Kab. Dairi,113.72,41508.38,111.07,0.27,10318.55,24.86,10429.62,25.13,,80.3,0.19,P 2,55.53,10.99,12.48,19.26,0.32,0.35,0.2,0.53,0.34,31078.18,Sangat Kurang (<30%)
2020,Sumatera Utara,Kab. Humbang Hasundutan,57.06,20825.37,1354.94,6.51,11348.23,54.49,12703.17,61,807.26,170.1,4.69,P 2,12,55,10,13,3,1,0.2,0.8,5,8123.73,Cukup (60-80%)
2020,Sumatera Utara,Kab. Samosir,88.69,32370.63,1496.5,4.62,10402.5,32.14,11899,36.76,1168,73,3.83,P 2,24,10,20,30,6.2,2,1,0.8,6,20472.85,Kurang (30-60%)
2020,Sumatera Utara,Kota Medan,1704.68,622206.89,64870.07,10.43,328500,52.8,393370.07,63.22,64858.07,,10.42,P 2,48,5,17,14,1,4,2,1,8,228838.13,Cukup (60-80%)
2020,Sumatera Utara,Kota Sibolga,61.34,22388.44,7017.95,31.35,3668.25,16.38,10686.2,47.73,338.72,18.25,1.59,P 2,,,,,,,,,,11702.9,Kurang (30-60%)
2020,Sumatera Utara,Kota Tebing Tinggi,122.54,44726.04,9589.46,21.44,31636.08,70.73,41225.55,92.17,9589.46,308.92,22.13,P 2,62.7,1.73,11.43,16.65,0.73,2.6,0.71,1.83,1.62,3501.55,Baik (>80%)
2020,Sumatera Barat,Kab. Pesisir Selatan,153.52,56034.44,9510.2,16.97,12045,21.5,21555.2,38.47,7878.5,,14.06,P 2,20.4,19.6,23,19,16,0.42,1.58,,,34479.6,Kurang (30-60%)
2020,Sumatera Barat,Kab. Sijunjung,95.86,34989.67,4837.02,13.82,5475,15.65,10312.02,29.47,4820.55,,13.78,P 2,20.8,18.6,38.4,19.6,1.9,0.3,0.4,,,24676.88,Sangat Kurang (<30%)
2020,Sumatera Barat,Kab. Tanah Datar,120.44,43959.16,7146.33,16.26,15574.48,35.43,22720.81,51.69,6896.53,550.63,16.94,P 2,69.34,,8.63,6,2.24,1.57,,3.33,8.89,21239.79,Kurang (30-60%)
2020,Sumatera Barat,Kab. Agam,197.85,72213.64,1650.71,2.29,17032.06,23.59,18682.77,25.87,1648.83,4.09,2.29,P 2,,,,,,,,,,53532.48,Sangat Kurang (<30%)
2020,Sumatera Barat,Kab. Lima Puluh Kota,154.89,56536.46,1667.74,2.95,5241.4,9.27,6909.14,12.22,25.24,,0.04,P 2,40,17,10,16,4,3,2,2,6,49625.71,Sangat Kurang (<30%)
2020,Sumatera Barat,Kab. Dharmasraya,97.55,35605.56,3175.08,8.92,21984.68,61.75,25159.76,70.66,968.29,,2.72,P 2,47,7,4,40,1,1,,,,10445.99,Cukup (60-80%)
2020,Sumatera Barat,Kab. Pasaman Barat,177.49,64783.41,1001.87,1.55,11563.2,17.85,12565.07,19.4,1001.87,,1.55,P 2,30,10,20,30,5,,,,5,52218.78,Sangat Kurang (<30%)
2020,Sumatera Barat,Kota Solok,50.7,18505.87,1766.47,9.55,16253.08,87.83,18019.55,97.37,1509.23,17.89,8.25,P 2,46.07,11.56,9.28,22.32,0.6,0.54,0.1,1.1,8.43,485.95,Baik (>80%)
2020,Sumatera Barat,Kota Sawahlunto,18.77,6852.82,1472.73,21.49,5146.5,75.1,6619.23,96.59,971.1,36.5,14.7,P 2,,,,,,,,,,231.82,Baik (>80%)
2020,Sumatera Barat,Kota Padang Panjang,46.63,17019.51,2052.57,12.06,14859.88,87.31,16912.45,99.37,367.33,73,2.59,P 2,43.15,23.56,14.35,12.67,1.5,0.95,0.8,1.19,1.83,107.5,Baik (>80%)
2020,Sumatera Barat,Kota Bukittinggi,124.3,45368.41,1649.27,3.64,40716.11,89.75,42365.38,93.38,1088.33,292,3.04,P 2,61.81,1.1,16.79,17.74,0.46,0.9,,0.51,0.69,3004.12,Baik (>80%)
2020,Sumatera Barat,Kota Payakumbuh,97.75,35679.04,5791.34,16.23,27913.01,78.23,33704.34,94.47,5111.2,81.76,14.55,P 2,51.62,7.43,11.42,21.54,0.65,1.56,0.57,0.87,4.34,1974.41,Baik (>80%)
2020,Riau,Kab. Kampar,351.88,128435.47,24699.75,19.23,22630,17.62,47329.75,36.85,0,,0,P 2,20,10,5,35,10,5,5,5,5,81106.45,Kurang (30-60%)
2020,Riau,Kab. Indragiri Hilir,299.93,109472.7,9545.47,8.72,19115.05,17.46,28660.52,26.18,3936.05,,3.6,P 2,,,36,33,12,,,,,80813.93,Sangat Kurang (<30%)
2020,Riau,Kab. Pelalawan,151.12,55158.8,9856.34,17.87,19738.3,35.78,29594.65,53.65,1.87,343.44,0.63,P 2,10,18,20,30,6,3,5,3,5,25564.15,Kurang (30-60%)
2020,Riau,Kab. Kuantan Singingi,133.66,48784.73,1291.32,2.65,0,0,1291.32,2.65,789.08,,1.62,P 2,,,,,,,,,,47494.58,Sangat Kurang (<30%)
2020,Riau,Kota Pekanbaru,1097.15,400461.54,8768.73,2.19,283178.68,70.71,291947.41,72.9,478.01,438.73,0.23,P 2,,,,,,,,,,108512.34,Cukup (60-80%)
2020,Riau,Kota Dumai,159.91,58368.43,1777.8,3.05,0,0,1777.8,3.05,,,0,P 2,,,,,,,,,,56589.35,Sangat Kurang (<30%)
2020,Jambi,Kab. Merangin,195.43,71332.5,21227.09,29.76,29962.85,42,51189.94,71.76,5786.97,12913.7,26.22,P 2,26.5,15,14.5,23,4.5,3,2.5,1,10,20142.01,Cukup (60-80%)
2020,Jambi,Kab. Sarolangun,111.27,40612.09,2192.92,5.4,5956.8,14.67,8149.72,20.07,2192.92,,5.4,P 2,,,,,,,,,,32463.83,Sangat Kurang (<30%)
2020,Jambi,Kab. Batanghari,122.6,44750.17,329.76,0.74,0,0,329.76,0.74,329.76,,0.74,P 2,36,15,18.8,14,3.2,3,2,2,6,44419.24,Sangat Kurang (<30%)
2020,Jambi,Kab. Muaro Jambi,81.62,29792.97,2951.19,9.91,6022.5,20.21,8973.69,30.12,866.88,,2.91,P 2,,,,,,,,,,20817.61,Kurang (30-60%)
2020,Jambi,Kab. Tanjung Jabung Barat,166.97,60942.59,10914.32,17.91,14600,23.96,25514.32,41.87,273.61,,0.45,P 2,5,8,30,30,3,6,10,2,6,35429.73,Kurang (30-60%)
2020,Jambi,Kab. Bungo,152.36,55610.38,11914.55,21.43,28080.87,50.5,39995.41,71.92,6862.56,7500.07,25.83,P 2,63.13,13.25,1.42,4.48,5.88,3.83,5.73,1.38,0.9,15615.99,Cukup (60-80%)
2020,Jambi,Kab. Tebo,135.07,49299.67,0,0,7339.5,14.89,7339.5,14.89,,,0,P 2,,,,,,,,,,41961.05,Sangat Kurang (<30%)
2020,Jambi,Kota Sungai Penuh,49.09,17916.39,0,0,11862.5,66.21,11862.5,66.21,0,,0,P 2,,,,,,,,,,6055.35,Cukup (60-80%)
2020,Sumatera Selatan,Kab. Ogan Komering Ulu,148.85,54329.96,11994.47,22.08,20075,36.95,32069.47,59.03,11349.97,,20.89,P 2,,,,,,,,,,22260.78,Kurang (30-60%)
2020,Sumatera Selatan,Kab. Muara Enim,406.43,148345.86,33683.79,22.71,35405,23.87,69088.79,46.57,14438.82,,9.73,P 2,61.02,8.07,7.38,17.18,1.14,1.33,0.36,0.31,3.21,79258.16,Kurang (30-60%)
2020,Sumatera Selatan,Kab. Musi Rawas,284.34,103783.08,24622.8,23.73,4015,3.87,28637.8,27.59,3222,,3.1,P 2,41.18,5.08,1.07,9.63,19.79,0.53,3.74,17.38,1.6,75146.3,Sangat Kurang (<30%)
2020,Sumatera Selatan,Kab. Musi Banyuasin,259.16,94593.69,17488.54,18.49,22885.87,24.19,40374.4,42.68,10472.51,,11.07,P 2,58.3,4.8,9.1,21.2,1.1,3,0.8,0.8,0.9,54219,Kurang (30-60%)
2020,Sumatera Selatan,Kab. Banyuasin,568.29,207426.14,13362.79,6.44,45333,21.86,58695.79,28.3,404.5,,0.2,P 2,38.12,8.46,16.65,13.39,0.95,1.25,1.97,1.26,17.95,148730.06,Sangat Kurang (<30%)
2020,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,482.95,176275.84,2133.89,1.21,38478.3,21.83,40612.19,23.04,1656.3,,0.94,P 2,1,5,7,7,1,1,2,1,75,135664.56,Sangat Kurang (<30%)
2020,Sumatera Selatan,Kab. Ogan Ilir,294.55,107510.06,17631.99,16.4,8994.24,8.37,26626.23,24.77,,,0,P 2,30,15,10,10,5,5,5,5,15,80884.52,Sangat Kurang (<30%)
2020,Sumatera Selatan,Kab. Empat Lawang,177.29,64711,186.46,0.29,7300,11.28,7486.46,11.57,124.06,,0.19,P 2,,,,,,,,,,57224.39,Sangat Kurang (<30%)
2020,Sumatera Selatan,Kota Palembang,1168.19,426390.66,84360.87,19.78,327019.2,76.69,411380.06,96.48,62048.69,565.75,14.68,P 2,55,5,10,14,5,4,3,2,2,15009.29,Baik (>80%)
2020,Sumatera Selatan,Kota Prabumulih,94.46,34479.54,5701.65,16.54,24820,71.98,30521.65,88.52,5488.03,,15.92,P 2,61.5,5.8,2.7,25.4,0.4,0.9,0.2,0.3,2.8,3956.25,Baik (>80%)
2020,Bengkulu,Kab. Lebong,43.09,15726.97,0,0,4336.2,27.57,4336.2,27.57,0,,0,P 2,,,,,,,,,,11391.65,Sangat Kurang (<30%)
2020,Bengkulu,Kab. Kepahiang,56.16,20498.84,3037.9,14.82,6570,32.05,9607.9,46.87,56.58,,0.28,P 2,,,,,,,,,,10890.5,Kurang (30-60%)
2020,Lampung,Kab. Lampung Barat,122.76,44805.94,1064.59,2.38,4251.99,9.49,5316.58,11.87,1064.59,3.39,2.38,P 2,25,20,15,35,2,0.5,0.5,0.2,1.8,39490.82,Sangat Kurang (<30%)
2020,Lampung,Kab. Pesawaran,179.36,65467.86,2062.29,3.15,4380,6.69,6442.29,9.84,2062.29,,3.15,P 2,29,31,10,20,3,1,2,2,2,59024.11,Sangat Kurang (<30%)
2020,Lampung,Kota Bandar Lampung,757.94,276649.16,13106.92,4.74,255500,92.36,268606.92,97.09,1.24,,0,P 2,40.4,12.9,11.7,17.4,3.1,2.5,1.8,2.3,7.9,8041.18,Baik (>80%)
2020,Kepulauan Bangka Belitung,Kab. Bangka,128.62,46947.32,4090.39,8.71,27040.3,57.6,31130.69,66.31,2148.34,11.32,4.6,P 2,26.17,11.5,30.86,18.82,0.62,3.79,0.42,0.66,7.16,15815.61,Cukup (60-80%)
